account_id,signup_date,utm_source,utm_campaign,ref,account_type
ACC3349,07/15/2025,Google Ads,Campaign_A,,AGENCY
ACC3350,2025-07-07,Referral,Campaign_C,,normal
ACC3351,2025/08/01,Referral,Campaign_B,,normal
ACC3352,07/15/2025,Organic,Campaign_A,,Normal
ACC3353,2025-06-05,LinkedIn,Campaign_A,instead,agency
ACC3354,07/15/2025,Google Ads,Campaign_A,,agency
ACC3355,2025/08/01,Referral,Campaign_C,,AGENCY
ACC3356,07/15/2025,LinkedIn,Campaign_B,,agency
ACC3357,2025/08/01,LinkedIn,Campaign_C,character,agency
ACC3358,2025-06-03,Referral,Campaing_B,,Normal
ACC3359,07/15/2025,Googel Ads,Campaign_C,dog,normal
ACC3360,07/15/2025,Google Ads,Campaign_B,,normal
ACC3361,2025/08/01,,Campaign_B,according,normal
ACC3362,2025-06-02,Google Ads,Campaing_B,fund,normal
ACC3363,07/15/2025,Organic,Campaing_B,allow,normal
ACC3364,07/15/2025,Referral,Campaign_B,,Normal
ACC3365,2025/08/01,,Campaign_A,,AGENCY
ACC3366,2025/08/01,LinkedIn,Campaign_B,send,agency
ACC3367,2025-08-13,LinkedIn,Campaign_A,,normal
ACC3368,07/15/2025,Googel Ads,Campaign_A,tax,agency
ACC3369,2025/08/01,,Campaign_C,,AGENCY
ACC3370,2025/08/01,Googel Ads,Campaign_C,Mrs,Normal
ACC3371,2025/08/01,LinkedIn,Campaign_A,,AGENCY
ACC3372,2025-07-28,LinkedIn,Campaign_A,approach,normal
ACC3373,2025-08-16,LinkedIn,Campaing_B,,normal
ACC3374,07/15/2025,Referral,Campaign_B,,AGENCY
ACC3375,2025-07-12,Organic,Campaign_C,,AGENCY
ACC3376,07/15/2025,,Campaign_C,,agency
ACC3377,07/15/2025,Googel Ads,Campaing_B,,normal
ACC3378,07/15/2025,Googel Ads,Campaign_C,major,Normal
ACC3379,2025-07-09,Googel Ads,Campaign_B,police,agency
ACC3380,2025-08-28,Google Ads,Campaign_C,natural,Normal
ACC3381,07/15/2025,Googel Ads,Campaign_A,,agency
ACC3382,2025/08/01,LinkedIn,Campaign_B,,agency
ACC3383,2025-08-10,,Campaign_C,,agency
ACC3384,2025/08/01,Googel Ads,Campaign_A,,Normal
ACC3385,2025/08/01,Googel Ads,Campaign_B,,agency
ACC3386,2025-06-10,,Campaign_B,,agency
ACC3387,2025/08/01,Organic,Campaign_B,,normal
ACC3388,07/15/2025,Referral,Campaing_B,,AGENCY
ACC3389,07/15/2025,Referral,Campaign_B,,Normal
ACC3390,07/15/2025,,Campaign_C,listen,normal
ACC3391,07/15/2025,LinkedIn,Campaign_B,,agency
ACC3392,2025-08-09,Organic,Campaign_B,,AGENCY
ACC3393,2025-07-06,LinkedIn,Campaign_C,book,agency
ACC3394,07/15/2025,LinkedIn,Campaing_B,help,agency
ACC3395,2025-06-19,,Campaign_C,,normal
ACC3396,2025/08/01,Referral,Campaign_A,,AGENCY
ACC3397,07/15/2025,Referral,Campaign_A,,AGENCY
ACC3398,2025/08/01,Referral,Campaign_C,put,AGENCY
ACC3399,07/15/2025,Google Ads,Campaing_B,,agency
ACC3400,2025/08/01,Organic,Campaign_C,now,normal
ACC3401,2025/08/01,Googel Ads,Campaign_C,wonder,AGENCY
ACC3402,07/15/2025,Organic,Campaign_A,,normal
ACC3403,07/15/2025,,Campaign_C,,Normal
ACC3404,07/15/2025,Referral,Campaign_A,spend,normal
ACC3405,07/15/2025,LinkedIn,Campaing_B,experience,AGENCY
ACC3406,2025-07-31,,Campaing_B,,AGENCY
ACC3407,2025/08/01,Organic,Campaign_A,,normal
ACC3408,2025/08/01,Google Ads,Campaign_A,use,agency
ACC3409,2025/08/01,,Campaing_B,,normal
ACC3410,07/15/2025,Organic,Campaign_A,,AGENCY
ACC3411,2025-07-31,LinkedIn,Campaign_B,be,Normal
ACC3412,07/15/2025,Google Ads,Campaing_B,,Normal
ACC3413,07/15/2025,Referral,Campaign_B,,AGENCY
ACC3414,07/15/2025,Organic,Campaign_C,government,agency
ACC3415,2025/08/01,,Campaign_C,,AGENCY
ACC3416,2025-08-08,Organic,Campaign_A,,Normal
ACC3417,2025/08/01,LinkedIn,Campaign_C,,normal
ACC3418,2025-08-23,,Campaing_B,,AGENCY
ACC3419,07/15/2025,LinkedIn,Campaign_C,,AGENCY
ACC3420,07/15/2025,Referral,Campaign_B,return,Normal
ACC3421,2025-06-02,Googel Ads,Campaign_C,,Normal
ACC3422,2025/08/01,LinkedIn,Campaing_B,,normal
ACC3423,2025-06-19,,Campaing_B,,agency
ACC3424,2025/08/01,Referral,Campaing_B,him,AGENCY
ACC3425,2025/08/01,Referral,Campaign_A,,agency
ACC3426,2025-07-11,LinkedIn,Campaign_B,,Normal
ACC3427,2025-06-03,,Campaign_B,prove,agency
ACC3428,2025-07-11,LinkedIn,Campaign_A,,agency
ACC3429,2025/08/01,Organic,Campaing_B,,agency
ACC3430,2025/08/01,Googel Ads,Campaing_B,,AGENCY
ACC3431,2025/08/01,Referral,Campaign_C,,Normal
ACC3432,2025-07-04,Referral,Campaign_C,material,agency
ACC3433,2025/08/01,LinkedIn,Campaign_B,create,AGENCY
ACC3434,2025-07-19,Googel Ads,Campaign_B,,Normal
ACC3435,2025/08/01,Googel Ads,Campaign_B,,Normal
ACC3436,2025-07-23,Organic,Campaing_B,,AGENCY
ACC3437,2025-06-06,Google Ads,Campaing_B,,normal
ACC3438,07/15/2025,,Campaign_B,ready,Normal
ACC3439,2025/08/01,Referral,Campaign_C,,normal
ACC3440,07/15/2025,Organic,Campaign_B,,agency
ACC3441,07/15/2025,Googel Ads,Campaign_C,,agency
ACC3442,2025/08/01,Organic,Campaign_B,,Normal
ACC3443,2025/08/01,Google Ads,Campaign_C,,normal
ACC3444,2025-08-10,Googel Ads,Campaign_A,,AGENCY
ACC3445,2025/08/01,LinkedIn,Campaign_B,,agency
ACC3446,2025-08-16,,Campaing_B,,normal
ACC3447,2025-07-01,Organic,Campaing_B,,AGENCY
ACC3448,2025-08-03,Referral,Campaign_B,goal,Normal
ACC3449,2025/08/01,Organic,Campaign_C,,normal
ACC3450,07/15/2025,LinkedIn,Campaign_B,,normal
ACC3451,2025-07-01,Googel Ads,Campaign_C,protect,normal
ACC3452,2025-08-29,,Campaign_C,the,agency
ACC3453,2025/08/01,Google Ads,Campaign_A,,AGENCY
ACC3454,2025/08/01,Googel Ads,Campaign_C,wish,agency
ACC3455,2025/08/01,Organic,Campaign_B,,agency
ACC3456,2025-08-28,,Campaign_B,,Normal
ACC3457,07/15/2025,,Campaign_B,,agency
ACC3458,07/15/2025,Google Ads,Campaign_A,,normal
ACC3459,07/15/2025,Referral,Campaign_A,,agency
ACC3460,2025-07-24,Google Ads,Campaing_B,stuff,agency
ACC3461,07/15/2025,Organic,Campaing_B,,normal
ACC3462,2025-07-31,Referral,Campaign_B,,agency
ACC3463,07/15/2025,LinkedIn,Campaing_B,total,Normal
ACC3464,07/15/2025,,Campaign_A,,normal
ACC3465,07/15/2025,Googel Ads,Campaing_B,,agency
ACC3466,2025-06-26,Organic,Campaign_B,,AGENCY
ACC3467,07/15/2025,Google Ads,Campaing_B,possible,AGENCY
ACC3468,2025/08/01,Organic,Campaing_B,,AGENCY
ACC3469,07/15/2025,,Campaign_A,,normal
ACC3470,2025-06-18,Referral,Campaign_B,,Normal
ACC3471,2025/08/01,Google Ads,Campaign_A,,AGENCY
ACC3472,2025/08/01,Google Ads,Campaing_B,,agency
ACC3473,2025/08/01,,Campaign_A,positive,normal
ACC3474,2025-07-12,LinkedIn,Campaign_C,find,agency
ACC3475,2025/08/01,,Campaign_A,tough,AGENCY
ACC3476,2025/08/01,Google Ads,Campaign_C,already,agency
ACC3477,07/15/2025,LinkedIn,Campaing_B,commercial,Normal
ACC3478,07/15/2025,Google Ads,Campaign_B,direction,agency
ACC3479,07/15/2025,Organic,Campaign_C,many,Normal
ACC3480,2025-07-08,Organic,Campaing_B,,Normal
ACC3481,2025-08-16,Organic,Campaign_C,,normal
ACC3482,07/15/2025,Google Ads,Campaing_B,north,agency
ACC3483,2025-06-07,Google Ads,Campaign_B,,normal
ACC3484,07/15/2025,LinkedIn,Campaign_C,,AGENCY
ACC3485,07/15/2025,Referral,Campaign_C,end,normal
ACC3486,2025-07-06,Google Ads,Campaing_B,laugh,agency
ACC3487,2025-07-18,Organic,Campaing_B,black,normal
ACC3488,07/15/2025,LinkedIn,Campaign_A,,normal
ACC3489,2025/08/01,Referral,Campaing_B,,agency
ACC3490,2025-07-11,,Campaign_B,color,Normal
ACC3491,2025-06-04,LinkedIn,Campaign_C,,agency
ACC3492,2025-07-02,,Campaign_A,,AGENCY
ACC3493,07/15/2025,Googel Ads,Campaign_A,rest,agency
ACC3494,07/15/2025,,Campaing_B,since,AGENCY
ACC3495,2025-06-07,Googel Ads,Campaign_C,,agency
ACC3496,07/15/2025,Google Ads,Campaign_A,,normal
ACC3497,2025/08/01,Google Ads,Campaign_B,,Normal
ACC3498,2025-07-04,Google Ads,Campaign_B,card,AGENCY
ACC3499,2025-06-01,Organic,Campaign_A,black,normal
ACC3500,2025-07-22,Google Ads,Campaing_B,,AGENCY
ACC3501,2025/08/01,Organic,Campaing_B,,agency
ACC3502,2025/08/01,Referral,Campaign_C,,AGENCY
ACC3503,2025-07-14,Organic,Campaign_C,true,agency
ACC3504,2025/08/01,LinkedIn,Campaing_B,,agency
ACC3505,2025-07-04,Organic,Campaign_C,among,normal
ACC3506,2025/08/01,Googel Ads,Campaign_B,,agency
ACC3507,07/15/2025,LinkedIn,Campaing_B,,AGENCY
ACC3508,07/15/2025,Organic,Campaing_B,,Normal
ACC3509,2025/08/01,Organic,Campaign_B,,agency
ACC3510,2025/08/01,LinkedIn,Campaign_B,,Normal
ACC3511,2025/08/01,Organic,Campaign_C,,Normal
ACC3512,2025-06-20,Organic,Campaign_A,,AGENCY
ACC3513,2025/08/01,Organic,Campaign_A,go,agency
ACC3514,2025-07-01,,Campaing_B,,AGENCY
ACC3515,07/15/2025,Google Ads,Campaign_B,,agency
ACC3516,2025/08/01,,Campaign_B,,AGENCY
ACC3517,2025-07-23,LinkedIn,Campaing_B,,AGENCY
ACC3518,2025/08/01,LinkedIn,Campaing_B,,normal
ACC3519,2025-08-01,Google Ads,Campaign_A,minute,normal
ACC3520,2025-07-01,Referral,Campaign_C,power,agency
ACC3521,07/15/2025,Google Ads,Campaign_C,,Normal
ACC3522,07/15/2025,Organic,Campaign_C,,agency
ACC3523,2025-06-27,Googel Ads,Campaign_B,assume,agency
ACC3524,2025/08/01,Googel Ads,Campaing_B,hear,AGENCY
ACC3525,07/15/2025,,Campaign_B,candidate,agency
ACC3526,2025-08-22,Google Ads,Campaign_B,,AGENCY
ACC3527,2025-07-05,Google Ads,Campaign_C,,agency
ACC3528,2025-07-11,Organic,Campaign_C,,normal
ACC3529,2025-08-20,LinkedIn,Campaign_B,,Normal
ACC3530,2025-08-01,Google Ads,Campaign_B,,Normal
ACC3531,2025-06-27,Referral,Campaing_B,arm,AGENCY
ACC3532,07/15/2025,Referral,Campaign_B,,Normal
ACC3533,2025-08-29,Organic,Campaign_C,food,normal
ACC3534,2025/08/01,Referral,Campaign_C,,AGENCY
ACC3535,07/15/2025,,Campaing_B,,normal
ACC3536,2025-07-01,LinkedIn,Campaign_A,,normal
ACC3537,2025-06-28,Organic,Campaing_B,,normal
ACC3538,07/15/2025,,Campaing_B,,Normal
ACC3539,07/15/2025,Organic,Campaign_C,yard,Normal
ACC3540,2025/08/01,LinkedIn,Campaing_B,,Normal
ACC3541,07/15/2025,,Campaign_A,,Normal
ACC3542,2025-08-18,Google Ads,Campaign_B,attention,agency
ACC3543,07/15/2025,Google Ads,Campaign_B,,agency
ACC3544,2025-08-10,Google Ads,Campaign_A,,Normal
ACC3545,2025/08/01,Google Ads,Campaign_B,,AGENCY
ACC3546,07/15/2025,,Campaign_A,,normal
ACC3547,2025-06-06,LinkedIn,Campaign_A,debate,normal
ACC3548,2025-08-05,Google Ads,Campaing_B,,agency
ACC3549,2025/08/01,Google Ads,Campaing_B,,agency
ACC3550,2025-07-14,,Campaing_B,,agency
ACC3551,2025/08/01,,Campaign_A,,agency
ACC3552,2025-07-17,LinkedIn,Campaign_B,,agency
ACC3553,2025/08/01,LinkedIn,Campaign_A,,normal
ACC3554,07/15/2025,LinkedIn,Campaign_B,,Normal
ACC3555,2025/08/01,,Campaign_C,market,AGENCY
ACC3556,07/15/2025,,Campaign_B,,normal
ACC3557,2025/08/01,Referral,Campaign_C,sing,normal
ACC3558,07/15/2025,Referral,Campaign_A,,AGENCY
ACC3559,2025/08/01,Organic,Campaign_A,,normal
ACC3560,07/15/2025,,Campaign_A,,Normal
ACC3561,07/15/2025,Organic,Campaign_C,,AGENCY
ACC3562,07/15/2025,Organic,Campaign_C,,agency
ACC3563,2025-06-21,Google Ads,Campaign_C,,AGENCY
ACC3564,07/15/2025,Organic,Campaing_B,,AGENCY
ACC3565,2025/08/01,Organic,Campaing_B,course,agency
ACC3566,07/15/2025,,Campaign_B,,Normal
ACC3567,2025/08/01,LinkedIn,Campaign_B,,agency
ACC3568,2025-06-20,Organic,Campaing_B,couple,Normal
ACC3569,2025-07-01,Organic,Campaing_B,can,Normal
ACC3570,2025/08/01,Referral,Campaign_B,establish,AGENCY
ACC3571,07/15/2025,Organic,Campaing_B,why,AGENCY
ACC3572,2025-08-28,Referral,Campaign_A,door,Normal
ACC3573,2025/08/01,Referral,Campaign_B,land,AGENCY
ACC3574,07/15/2025,Organic,Campaign_A,,agency
ACC3575,07/15/2025,,Campaing_B,,normal
ACC3576,2025/08/01,Referral,Campaign_C,,Normal
ACC3577,2025-08-13,Referral,Campaing_B,fast,normal
ACC3578,07/15/2025,LinkedIn,Campaign_B,,agency
ACC3579,07/15/2025,,Campaing_B,,Normal
ACC3580,07/15/2025,,Campaign_B,spring,Normal
ACC3581,2025/08/01,LinkedIn,Campaign_B,agency,AGENCY
ACC3582,2025-07-22,Referral,Campaign_A,,agency
ACC3583,2025-07-27,Googel Ads,Campaing_B,,Normal
ACC3584,07/15/2025,LinkedIn,Campaign_C,,agency
ACC3585,2025-07-04,Organic,Campaign_B,street,normal
ACC3586,2025/08/01,Organic,Campaign_B,,Normal
ACC3587,07/15/2025,Googel Ads,Campaign_B,,agency
ACC3588,2025/08/01,Googel Ads,Campaign_A,,normal
ACC3589,2025-08-06,Googel Ads,Campaign_C,describe,AGENCY
ACC3590,2025-07-09,Referral,Campaign_C,section,agency
ACC3591,2025-06-27,,Campaing_B,politics,Normal
ACC3592,2025-07-13,Organic,Campaing_B,,agency
ACC3593,07/15/2025,Google Ads,Campaign_C,,Normal
ACC3594,2025/08/01,Organic,Campaign_C,near,agency
ACC3595,2025-06-30,Google Ads,Campaign_A,,AGENCY
ACC3596,07/15/2025,,Campaing_B,,normal
ACC3597,2025/08/01,Referral,Campaing_B,ago,Normal
ACC3598,2025-07-26,,Campaign_C,,normal
ACC3599,2025-08-20,,Campaign_B,,normal
ACC3600,2025-08-24,LinkedIn,Campaign_A,,agency
ACC3601,2025-08-25,Google Ads,Campaign_C,,Normal
ACC3602,07/15/2025,Google Ads,Campaing_B,,normal
ACC3603,2025/08/01,Organic,Campaign_B,,normal
ACC3604,07/15/2025,LinkedIn,Campaign_A,,agency
ACC3605,2025/08/01,,Campaign_A,reduce,agency
ACC3606,2025-07-14,LinkedIn,Campaign_B,his,agency
ACC3607,07/15/2025,Organic,Campaing_B,conference,Normal
ACC3608,2025/08/01,,Campaing_B,,normal
ACC3609,2025/08/01,Google Ads,Campaign_B,race,AGENCY
ACC3610,2025/08/01,Google Ads,Campaign_C,,agency
ACC3611,2025-07-07,Googel Ads,Campaign_A,,Normal
ACC3612,07/15/2025,Googel Ads,Campaing_B,need,agency
ACC3613,07/15/2025,Referral,Campaign_B,,Normal
ACC3614,2025/08/01,Referral,Campaing_B,important,AGENCY
ACC3615,2025/08/01,,Campaing_B,project,agency
ACC3616,07/15/2025,Google Ads,Campaign_B,relate,Normal
ACC3617,2025/08/01,LinkedIn,Campaign_C,,AGENCY
ACC3618,2025/08/01,LinkedIn,Campaign_C,unit,normal
ACC3619,2025-06-29,LinkedIn,Campaign_C,effort,AGENCY
ACC3620,07/15/2025,,Campaign_C,,AGENCY
ACC3621,2025-07-25,Organic,Campaing_B,,Normal
ACC3622,2025/08/01,LinkedIn,Campaign_A,,normal
ACC3623,2025-08-20,Googel Ads,Campaign_A,step,Normal
ACC3624,07/15/2025,Organic,Campaing_B,,agency
ACC3625,07/15/2025,LinkedIn,Campaign_B,,Normal
ACC3626,07/15/2025,,Campaign_A,,normal
ACC3627,07/15/2025,LinkedIn,Campaign_C,,agency
ACC3628,2025/08/01,,Campaign_A,,agency
ACC3629,2025-06-02,,Campaign_B,,Normal
ACC3630,2025/08/01,Googel Ads,Campaing_B,land,agency
ACC3631,07/15/2025,,Campaing_B,back,normal
ACC3632,07/15/2025,Organic,Campaign_B,customer,normal
ACC3633,07/15/2025,,Campaign_C,,AGENCY
ACC3634,07/15/2025,Google Ads,Campaign_C,talk,agency
ACC3635,2025-08-02,,Campaign_A,,AGENCY
ACC3636,2025/08/01,Organic,Campaign_B,,normal
ACC3637,2025-06-27,Googel Ads,Campaign_C,,AGENCY
ACC3638,07/15/2025,,Campaign_C,,agency
ACC3639,2025/08/01,Referral,Campaing_B,nice,AGENCY
ACC3640,07/15/2025,Referral,Campaign_B,,AGENCY
ACC3641,07/15/2025,Referral,Campaing_B,like,Normal
ACC3642,07/15/2025,Referral,Campaing_B,,agency
ACC3643,07/15/2025,Googel Ads,Campaign_B,,Normal
ACC3644,2025/08/01,LinkedIn,Campaign_B,health,AGENCY
ACC3645,07/15/2025,Google Ads,Campaign_A,,normal
ACC3646,07/15/2025,Googel Ads,Campaign_B,,agency
ACC3647,07/15/2025,Organic,Campaign_A,,Normal
ACC3648,07/15/2025,Googel Ads,Campaing_B,save,Normal
ACC3649,2025/08/01,Google Ads,Campaign_B,,AGENCY
ACC3650,2025/08/01,LinkedIn,Campaign_A,,normal
ACC3651,2025-07-16,,Campaign_C,job,AGENCY
ACC3652,2025-06-28,Googel Ads,Campaign_A,cut,normal
ACC3653,07/15/2025,Google Ads,Campaign_B,game,normal
ACC3654,07/15/2025,Google Ads,Campaing_B,,AGENCY
ACC3655,2025/08/01,Referral,Campaign_C,,Normal
ACC3656,07/15/2025,Googel Ads,Campaing_B,,normal
ACC3657,2025-08-01,Organic,Campaign_C,,normal
ACC3658,07/15/2025,Organic,Campaign_A,,Normal
ACC3659,2025/08/01,Organic,Campaign_A,,normal
ACC3660,2025-08-27,Organic,Campaign_C,,normal
ACC3661,2025/08/01,,Campaign_A,,AGENCY
ACC3662,2025-08-08,Googel Ads,Campaing_B,line,Normal
ACC3663,2025/08/01,Organic,Campaign_B,,AGENCY
ACC3664,2025/08/01,LinkedIn,Campaign_A,,AGENCY
ACC3665,2025-06-07,Organic,Campaign_C,,AGENCY
ACC3666,2025/08/01,,Campaign_A,,normal
ACC3667,07/15/2025,LinkedIn,Campaing_B,,agency
ACC3668,2025/08/01,Referral,Campaing_B,key,agency
ACC3669,2025-08-28,LinkedIn,Campaing_B,,agency
ACC3670,2025/08/01,,Campaign_B,,normal
ACC3671,2025-06-28,Referral,Campaing_B,lot,AGENCY
ACC3672,2025-08-13,Google Ads,Campaign_B,relationship,agency
ACC3673,2025/08/01,Googel Ads,Campaign_A,,AGENCY
ACC3674,2025/08/01,Organic,Campaign_A,,Normal
ACC3675,2025-07-28,Organic,Campaing_B,enough,Normal
ACC3676,2025/08/01,Organic,Campaign_A,break,normal
ACC3677,2025/08/01,Referral,Campaing_B,,agency
ACC3678,2025-08-22,Google Ads,Campaign_A,meeting,normal
ACC3679,2025/08/01,LinkedIn,Campaing_B,,Normal
ACC3680,07/15/2025,Google Ads,Campaign_B,,AGENCY
ACC3681,2025-06-11,LinkedIn,Campaign_B,law,Normal
ACC3682,2025/08/01,Organic,Campaign_A,,normal
ACC3683,2025-07-17,Google Ads,Campaign_C,,normal
ACC3684,2025-06-28,Referral,Campaign_B,,agency
ACC3685,07/15/2025,Organic,Campaing_B,fear,normal
ACC3686,2025/08/01,,Campaign_A,answer,agency
ACC3687,2025-08-18,Google Ads,Campaing_B,,normal
ACC3688,2025-07-22,,Campaing_B,,Normal
ACC3689,07/15/2025,Organic,Campaign_A,,normal
ACC3690,07/15/2025,Google Ads,Campaign_B,,Normal
ACC3691,2025/08/01,LinkedIn,Campaign_B,,AGENCY
ACC3692,2025/08/01,LinkedIn,Campaign_B,,Normal
ACC3693,2025-07-16,Organic,Campaign_A,,normal
ACC3694,2025/08/01,LinkedIn,Campaign_A,,Normal
ACC3695,07/15/2025,,Campaign_C,,Normal
ACC3696,07/15/2025,Googel Ads,Campaing_B,,agency
ACC3697,2025-07-13,,Campaing_B,,normal
ACC3698,07/15/2025,Referral,Campaign_C,,agency
ACC3699,07/15/2025,LinkedIn,Campaign_B,,Normal
ACC3700,07/15/2025,Googel Ads,Campaing_B,,Normal
ACC3701,2025/08/01,,Campaign_B,,agency
ACC3702,2025/08/01,Referral,Campaign_B,,Normal
ACC3703,2025/08/01,Referral,Campaign_B,,agency
ACC3704,2025/08/01,Referral,Campaign_B,third,Normal
ACC3705,2025/08/01,Organic,Campaign_C,across,AGENCY
ACC3706,07/15/2025,Googel Ads,Campaing_B,,Normal
ACC3707,2025/08/01,Google Ads,Campaign_C,out,AGENCY
ACC3708,07/15/2025,Google Ads,Campaign_A,force,Normal
ACC3709,07/15/2025,Googel Ads,Campaign_C,,AGENCY
ACC3710,2025-06-19,Organic,Campaing_B,,normal
ACC3711,07/15/2025,Referral,Campaign_A,likely,agency
ACC3712,2025-06-12,Google Ads,Campaign_A,,normal
ACC3713,07/15/2025,LinkedIn,Campaign_A,,AGENCY
ACC3714,2025/08/01,Googel Ads,Campaign_A,attention,normal
ACC3715,2025/08/01,,Campaign_C,,AGENCY
ACC3716,2025-06-22,Googel Ads,Campaign_C,,Normal
ACC3717,2025-08-16,Google Ads,Campaign_C,her,agency
ACC3718,07/15/2025,LinkedIn,Campaign_A,smile,normal
ACC3719,2025/08/01,Referral,Campaing_B,knowledge,normal
ACC3720,07/15/2025,LinkedIn,Campaign_B,,agency
ACC3721,2025-08-21,Referral,Campaign_A,enough,agency
ACC3722,07/15/2025,Googel Ads,Campaing_B,,agency
ACC3723,2025-06-22,Organic,Campaing_B,,agency
ACC3724,07/15/2025,Googel Ads,Campaing_B,lead,Normal
ACC3725,2025/08/01,Organic,Campaing_B,,Normal
ACC3726,07/15/2025,Googel Ads,Campaing_B,,agency
ACC3727,2025/08/01,Google Ads,Campaing_B,military,AGENCY
ACC3728,07/15/2025,Referral,Campaing_B,,agency
ACC3729,2025-08-05,Organic,Campaing_B,deep,agency
ACC3730,2025-07-29,Organic,Campaign_A,,Normal
ACC3731,2025-07-03,Organic,Campaing_B,,AGENCY
ACC3732,2025-08-22,Organic,Campaign_C,,agency
ACC3733,07/15/2025,Organic,Campaign_B,big,agency
ACC3734,2025/08/01,Googel Ads,Campaign_B,goal,AGENCY
ACC3735,2025-07-04,Google Ads,Campaign_B,per,normal
ACC3736,2025/08/01,Referral,Campaing_B,how,Normal
ACC3737,07/15/2025,Referral,Campaign_B,bit,AGENCY
ACC3738,2025/08/01,Google Ads,Campaign_B,size,normal
ACC3739,2025/08/01,LinkedIn,Campaign_C,,AGENCY
ACC3740,2025-08-25,LinkedIn,Campaign_A,animal,normal
ACC3741,2025-06-07,Referral,Campaign_B,,normal
ACC3742,2025/08/01,Referral,Campaign_B,surface,agency
ACC3743,2025-06-23,Referral,Campaign_B,,normal
ACC3744,2025-07-16,Organic,Campaign_B,quality,normal
ACC3745,2025-07-13,LinkedIn,Campaign_C,,Normal
ACC3746,07/15/2025,LinkedIn,Campaign_A,,agency
ACC3747,2025/08/01,Google Ads,Campaign_A,,agency
ACC3748,07/15/2025,Googel Ads,Campaing_B,,AGENCY
ACC3749,2025/08/01,Organic,Campaing_B,,Normal
ACC3750,2025/08/01,,Campaing_B,,AGENCY
ACC3751,07/15/2025,LinkedIn,Campaign_A,drug,normal
ACC3752,07/15/2025,Referral,Campaign_A,,AGENCY
ACC3753,07/15/2025,Referral,Campaign_A,,AGENCY
ACC3754,2025-06-19,LinkedIn,Campaing_B,,agency
ACC3755,2025/08/01,,Campaign_B,,Normal
ACC3756,2025-07-07,Google Ads,Campaign_B,,Normal
ACC3757,07/15/2025,,Campaing_B,,agency
ACC3758,07/15/2025,Google Ads,Campaign_B,happen,normal
ACC3759,2025-06-27,Referral,Campaing_B,,AGENCY
ACC3760,07/15/2025,Referral,Campaing_B,morning,AGENCY
ACC3761,07/15/2025,LinkedIn,Campaign_C,,agency
ACC3762,2025-06-02,LinkedIn,Campaign_C,mention,normal
ACC3763,2025/08/01,Googel Ads,Campaign_C,leg,AGENCY
ACC3764,2025/08/01,Organic,Campaign_C,,Normal
ACC3765,2025-06-26,Googel Ads,Campaign_A,,AGENCY
ACC3766,2025/08/01,Google Ads,Campaign_A,visit,AGENCY
ACC3767,2025/08/01,Organic,Campaign_C,group,agency
ACC3768,2025-08-09,Google Ads,Campaing_B,,AGENCY
ACC3769,2025-06-21,Referral,Campaign_A,thing,agency
ACC3770,2025-07-09,Organic,Campaign_B,,Normal
ACC3771,2025-08-30,Google Ads,Campaign_A,relationship,normal
ACC3772,07/15/2025,Google Ads,Campaign_B,,agency
ACC3773,07/15/2025,Google Ads,Campaign_A,,AGENCY
ACC3774,07/15/2025,Googel Ads,Campaign_C,,Normal
ACC3775,2025/08/01,,Campaign_C,,Normal
ACC3776,2025/08/01,,Campaign_C,,agency
ACC3777,2025-06-21,Organic,Campaing_B,,Normal
ACC3778,07/15/2025,Organic,Campaing_B,speak,Normal
ACC3779,07/15/2025,Google Ads,Campaign_B,,agency
ACC3780,2025-08-16,LinkedIn,Campaing_B,condition,normal
ACC3781,2025/08/01,Referral,Campaing_B,,AGENCY
ACC3782,07/15/2025,Referral,Campaign_A,everybody,agency
ACC3783,2025/08/01,Google Ads,Campaign_C,mother,AGENCY
ACC3784,07/15/2025,LinkedIn,Campaing_B,,normal
ACC3785,07/15/2025,Google Ads,Campaign_C,machine,AGENCY
ACC3786,07/15/2025,Organic,Campaign_B,,AGENCY
ACC3787,07/15/2025,LinkedIn,Campaign_B,,agency
ACC3788,2025/08/01,Organic,Campaign_A,leader,normal
ACC3789,2025/08/01,Google Ads,Campaign_B,,AGENCY
ACC3790,2025-07-15,,Campaign_B,something,normal
ACC3791,2025-07-13,LinkedIn,Campaign_C,,Normal
ACC3792,2025-07-31,Google Ads,Campaign_B,,Normal
ACC3793,2025/08/01,Google Ads,Campaign_A,,normal
ACC3794,2025-08-14,LinkedIn,Campaing_B,,normal
ACC3795,07/15/2025,Googel Ads,Campaign_A,,Normal
ACC3796,07/15/2025,Googel Ads,Campaign_C,late,normal
ACC3797,2025-07-16,,Campaign_C,ground,AGENCY
ACC3798,2025/08/01,LinkedIn,Campaing_B,,Normal
ACC3799,07/15/2025,Referral,Campaing_B,,agency
ACC3800,07/15/2025,,Campaign_C,base,agency
ACC3801,2025/08/01,LinkedIn,Campaign_A,middle,normal
ACC3802,2025-07-24,LinkedIn,Campaign_A,,agency
ACC3803,2025-06-14,Referral,Campaign_C,,Normal
ACC3804,2025/08/01,Organic,Campaing_B,,normal
ACC3805,2025/08/01,,Campaign_C,,agency
ACC3806,2025/08/01,Google Ads,Campaign_C,line,AGENCY
ACC3807,2025-06-18,Google Ads,Campaign_A,,AGENCY
ACC3808,07/15/2025,Organic,Campaing_B,,Normal
ACC3809,07/15/2025,,Campaing_B,,Normal
ACC3810,2025/08/01,,Campaign_B,drug,agency
