account_id,signup_date,utm_source,utm_campaign,ref,account_type,month_year,status,renewal_count,conversion_flag,billing_cycle_end_date,trial_end_date,cancel_reason,status_new
ACC3496,2025-07-15,Google Ads,Campaign_A,,Normal,2025-07,Active,,no,2025-07-10,2025-07-25,,Active
ACC3497,2025-08-01,Google Ads,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC3498,2025-07-04,Google Ads,Campaign_B,card,Agency,2025-07,Canceled,0.0,yes,2025-06-19,2025-06-19,price,churned
ACC3499,2025-06-01,Organic,Campaign_A,black,Normal,2025-06,Not subscibed,,,,,,Not subscibed
ACC3500,2025-07-22,Google Ads,Campaign_B,,Agency,2025-07,Trialing,0.0,no,2025-07-26,2025-07-22,,Trialing
ACC3501,2025-08-01,Organic,Campaign_B,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC3502,2025-08-01,Referral,Campaign_C,,Agency,2025-08,Canceled,,no,2025-08-11,2025-08-13,price,dropped after trial
ACC3503,2025-07-14,Organic,Campaign_C,true,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC3504,2025-08-01,LinkedIn,Campaign_B,,Agency,2025-08,Active,0.0,no,2025-08-01,2025-08-13,churned,Active
ACC3505,2025-07-04,Organic,Campaign_C,among,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC3506,2025-08-01,Google Ads,Campaign_B,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC3507,2025-07-15,LinkedIn,Campaign_B,,Agency,2025-07,Trialing,0.0,no,2025-06-14,2025-07-03,,Trialing
ACC3508,2025-07-15,Organic,Campaign_B,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC3509,2025-08-01,Organic,Campaign_B,,Agency,2025-08,Active,,no,2025-08-11,2025-06-12,,Active
ACC3510,2025-08-01,LinkedIn,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC3511,2025-08-01,Organic,Campaign_C,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC3512,2025-06-20,Organic,Campaign_A,,Agency,2025-06,Not subscibed,,,,,,Not subscibed
ACC3513,2025-08-01,Organic,Campaign_A,go,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC3514,2025-07-01,Unknown,Campaign_B,,Agency,2025-07,Trialing,2.0,no,2025-08-15,2025-08-30,churned,Trialing
ACC3515,2025-07-15,Google Ads,Campaign_B,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC3516,2025-08-01,Unknown,Campaign_B,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC3517,2025-07-23,LinkedIn,Campaign_B,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC3518,2025-08-01,LinkedIn,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC3519,2025-08-01,Google Ads,Campaign_A,minute,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC3520,2025-07-01,Referral,Campaign_C,power,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC3521,2025-07-15,Google Ads,Campaign_C,,Normal,2025-07,Active,0.0,yes,2025-07-04,2025-07-17,price,Active
ACC3522,2025-07-15,Organic,Campaign_C,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC3523,2025-06-27,Google Ads,Campaign_B,assume,Agency,2025-06,Not subscibed,,,,,,Not subscibed
ACC3524,2025-08-01,Google Ads,Campaign_B,hear,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC3525,2025-07-15,Unknown,Campaign_B,candidate,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC3526,2025-08-22,Google Ads,Campaign_B,,Agency,2025-08,Canceled,,yes,2025-06-05,2025-07-27,competitor,churned
ACC3527,2025-07-05,Google Ads,Campaign_C,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC3528,2025-07-11,Organic,Campaign_C,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC3529,2025-08-20,LinkedIn,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC3530,2025-08-01,Google Ads,Campaign_B,,Normal,2025-08,Trialing,1.0,yes,2025-08-03,2025-06-24,price,Trialing
ACC3531,2025-06-27,Referral,Campaign_B,arm,Agency,2025-06,Canceled,,no,2025-08-28,2025-08-11,churned,dropped after trial
ACC3532,2025-07-15,Referral,Campaign_B,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC3533,2025-08-29,Organic,Campaign_C,food,Normal,2025-08,Canceled,2.0,yes,2025-08-16,2025-08-09,churned,churned
ACC3534,2025-08-01,Referral,Campaign_C,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC3535,2025-07-15,Unknown,Campaign_B,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC3536,2025-07-01,LinkedIn,Campaign_A,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC3537,2025-06-28,Organic,Campaign_B,,Normal,2025-06,Not subscibed,,,,,,Not subscibed
ACC3538,2025-07-15,Unknown,Campaign_B,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC3539,2025-07-15,Organic,Campaign_C,yard,Normal,2025-07,Canceled,-1.0,no,2025-08-21,2025-08-03,,dropped after trial
ACC3540,2025-08-01,LinkedIn,Campaign_B,,Normal,2025-08,Trialing,-1.0,no,2025-06-10,2025-08-15,churned,Trialing
ACC3541,2025-07-15,Unknown,Campaign_A,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC3542,2025-08-18,Google Ads,Campaign_B,attention,Agency,2025-08,Trialing,-1.0,no,2025-08-09,2025-06-01,price,Trialing
ACC3543,2025-07-15,Google Ads,Campaign_B,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC3544,2025-08-10,Google Ads,Campaign_A,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC3545,2025-08-01,Google Ads,Campaign_B,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC3546,2025-07-15,Unknown,Campaign_A,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC3547,2025-06-06,LinkedIn,Campaign_A,debate,Normal,2025-06,Not subscibed,,,,,,Not subscibed
ACC3548,2025-08-05,Google Ads,Campaign_B,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC3549,2025-08-01,Google Ads,Campaign_B,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC3550,2025-07-14,Unknown,Campaign_B,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC3551,2025-08-01,Unknown,Campaign_A,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC3552,2025-07-17,LinkedIn,Campaign_B,,Agency,2025-07,Canceled,,no,2025-06-12,2025-07-02,churned,dropped after trial
ACC3553,2025-08-01,LinkedIn,Campaign_A,,Normal,2025-08,Trialing,0.0,yes,2025-07-03,2025-06-13,,Trialing
ACC3554,2025-07-15,LinkedIn,Campaign_B,,Normal,2025-07,Trialing,0.0,no,2025-06-20,2025-07-13,price,Trialing
ACC3555,2025-08-01,Unknown,Campaign_C,market,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC3556,2025-07-15,Unknown,Campaign_B,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC3557,2025-08-01,Referral,Campaign_C,sing,Normal,2025-08,Active,,yes,2025-08-24,2025-08-04,competitor,Active
ACC3558,2025-07-15,Referral,Campaign_A,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC3559,2025-08-01,Organic,Campaign_A,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC3560,2025-07-15,Unknown,Campaign_A,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC3561,2025-07-15,Organic,Campaign_C,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC3562,2025-07-15,Organic,Campaign_C,,Agency,2025-07,Active,2.0,no,2025-07-05,2025-08-16,churned,Active
ACC3563,2025-06-21,Google Ads,Campaign_C,,Agency,2025-06,Canceled,1.0,no,2025-07-14,2025-06-29,price,dropped after trial
ACC3564,2025-07-15,Organic,Campaign_B,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC3565,2025-08-01,Organic,Campaign_B,course,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC3566,2025-07-15,Unknown,Campaign_B,,Normal,2025-07,Canceled,,yes,2025-06-25,2025-07-15,churned,churned
ACC3567,2025-08-01,LinkedIn,Campaign_B,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC3568,2025-06-20,Organic,Campaign_B,couple,Normal,2025-06,Active,2.0,yes,2025-08-11,2025-07-13,churned,Active
ACC3569,2025-07-01,Organic,Campaign_B,can,Normal,2025-07,Trialing,1.0,no,2025-07-14,2025-06-25,churned,Trialing
ACC3570,2025-08-01,Referral,Campaign_B,establish,Agency,2025-08,Active,,yes,2025-08-18,2025-06-02,competitor,Active
ACC3571,2025-07-15,Organic,Campaign_B,why,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC3572,2025-08-28,Referral,Campaign_A,door,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC3573,2025-08-01,Referral,Campaign_B,land,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC3574,2025-07-15,Organic,Campaign_A,,Agency,2025-07,Canceled,1.0,yes,2025-06-12,2025-07-02,churned,churned
ACC3575,2025-07-15,Unknown,Campaign_B,,Normal,2025-07,Canceled,,no,2025-06-29,2025-08-03,,dropped after trial
ACC3576,2025-08-01,Referral,Campaign_C,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC3577,2025-08-13,Referral,Campaign_B,fast,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC3578,2025-07-15,LinkedIn,Campaign_B,,Agency,2025-07,Active,-1.0,no,2025-08-04,2025-06-07,competitor,Active
ACC3579,2025-07-15,Unknown,Campaign_B,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC3580,2025-07-15,Unknown,Campaign_B,spring,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC3581,2025-08-01,LinkedIn,Campaign_B,agency,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC3582,2025-07-22,Referral,Campaign_A,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC3583,2025-07-27,Google Ads,Campaign_B,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC3584,2025-07-15,LinkedIn,Campaign_C,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC3585,2025-07-04,Organic,Campaign_B,street,Normal,2025-07,Canceled,1.0,no,2025-07-17,2025-08-22,price,dropped after trial
ACC3586,2025-08-01,Organic,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC3587,2025-07-15,Google Ads,Campaign_B,,Agency,2025-07,Canceled,,no,2025-06-01,2025-08-05,competitor,dropped after trial
ACC3588,2025-08-01,Google Ads,Campaign_A,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC3589,2025-08-06,Google Ads,Campaign_C,describe,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC3590,2025-07-09,Referral,Campaign_C,section,Agency,2025-07,Canceled,1.0,no,2025-06-17,2025-08-18,price,dropped after trial
ACC3591,2025-06-27,Unknown,Campaign_B,politics,Normal,2025-06,Not subscibed,,,,,,Not subscibed
ACC3592,2025-07-13,Organic,Campaign_B,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC3593,2025-07-15,Google Ads,Campaign_C,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC3594,2025-08-01,Organic,Campaign_C,near,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC3595,2025-06-30,Google Ads,Campaign_A,,Agency,2025-06,Canceled,,no,2025-08-20,2025-08-16,churned,dropped after trial
ACC3596,2025-07-15,Unknown,Campaign_B,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC3597,2025-08-01,Referral,Campaign_B,ago,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC3598,2025-07-26,Unknown,Campaign_C,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC3599,2025-08-20,Unknown,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC3600,2025-08-24,LinkedIn,Campaign_A,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC3601,2025-08-25,Google Ads,Campaign_C,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC3602,2025-07-15,Google Ads,Campaign_B,,Normal,2025-07,Active,,no,2025-06-14,2025-08-17,,Active
ACC3603,2025-08-01,Organic,Campaign_B,,Normal,2025-08,Trialing,0.0,no,2025-06-15,2025-06-17,churned,Trialing
ACC3604,2025-07-15,LinkedIn,Campaign_A,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC3605,2025-08-01,Unknown,Campaign_A,reduce,Agency,2025-08,Canceled,2.0,no,2025-07-17,2025-08-01,competitor,dropped after trial
ACC3606,2025-07-14,LinkedIn,Campaign_B,his,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC3607,2025-07-15,Organic,Campaign_B,conference,Normal,2025-07,Active,0.0,no,2025-06-16,2025-07-01,competitor,Active
ACC3608,2025-08-01,Unknown,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC3609,2025-08-01,Google Ads,Campaign_B,race,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC3610,2025-08-01,Google Ads,Campaign_C,,Agency,2025-08,Canceled,0.0,yes,2025-08-08,2025-08-10,price,churned
ACC3611,2025-07-07,Google Ads,Campaign_A,,Normal,2025-07,Active,1.0,no,2025-06-28,2025-06-27,competitor,Active
ACC3612,2025-07-15,Google Ads,Campaign_B,need,Agency,2025-07,Canceled,,yes,2025-07-10,2025-06-16,churned,churned
ACC3613,2025-07-15,Referral,Campaign_B,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC3614,2025-08-01,Referral,Campaign_B,important,Agency,2025-08,Trialing,0.0,no,2025-08-14,2025-06-29,price,Trialing
ACC3615,2025-08-01,Unknown,Campaign_B,project,Agency,2025-08,Active,2.0,no,2025-07-30,2025-06-03,competitor,Active
ACC3616,2025-07-15,Google Ads,Campaign_B,relate,Normal,2025-07,Canceled,0.0,no,2025-08-15,2025-06-05,price,dropped after trial
ACC3617,2025-08-01,LinkedIn,Campaign_C,,Agency,2025-08,Active,-1.0,no,2025-08-19,2025-07-01,price,Active
ACC3618,2025-08-01,LinkedIn,Campaign_C,unit,Normal,2025-08,Active,0.0,yes,2025-07-31,2025-08-17,churned,Active
ACC3619,2025-06-29,LinkedIn,Campaign_C,effort,Agency,2025-06,Not subscibed,,,,,,Not subscibed
ACC3620,2025-07-15,Unknown,Campaign_C,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC3621,2025-07-25,Organic,Campaign_B,,Normal,2025-07,Active,1.0,yes,2025-07-29,2025-06-10,churned,Active
ACC3622,2025-08-01,LinkedIn,Campaign_A,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC3623,2025-08-20,Google Ads,Campaign_A,step,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC3624,2025-07-15,Organic,Campaign_B,,Agency,2025-07,Active,,yes,2025-07-10,2025-06-20,price,Active
ACC3625,2025-07-15,LinkedIn,Campaign_B,,Normal,2025-07,Active,2.0,no,2025-08-08,2025-07-09,competitor,Active
ACC3626,2025-07-15,Unknown,Campaign_A,,Normal,2025-07,Active,2.0,no,2025-07-16,2025-07-05,price,Active
ACC3627,2025-07-15,LinkedIn,Campaign_C,,Agency,2025-07,Active,0.0,yes,2025-06-30,2025-08-25,churned,Active
ACC3628,2025-08-01,Unknown,Campaign_A,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC3629,2025-06-02,Unknown,Campaign_B,,Normal,2025-06,Active,,no,2025-08-25,2025-06-27,churned,Active
ACC3630,2025-08-01,Google Ads,Campaign_B,land,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC3631,2025-07-15,Unknown,Campaign_B,back,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC3632,2025-07-15,Organic,Campaign_B,customer,Normal,2025-07,Active,2.0,no,2025-08-18,2025-08-09,price,Active
ACC3633,2025-07-15,Unknown,Campaign_C,,Agency,2025-07,Canceled,-1.0,no,2025-07-25,2025-07-11,churned,dropped after trial
ACC3634,2025-07-15,Google Ads,Campaign_C,talk,Agency,2025-07,Canceled,,no,2025-07-25,2025-08-05,price,dropped after trial
ACC3635,2025-08-02,Unknown,Campaign_A,,Agency,2025-08,Active,,yes,2025-08-12,2025-08-02,price,Active
ACC3636,2025-08-01,Organic,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC3637,2025-06-27,Google Ads,Campaign_C,,Agency,2025-06,Not subscibed,,,,,,Not subscibed
ACC3638,2025-07-15,Unknown,Campaign_C,,Agency,2025-07,Active,-1.0,yes,2025-07-31,2025-06-05,competitor,Active
ACC3639,2025-08-01,Referral,Campaign_B,nice,Agency,2025-08,Canceled,1.0,yes,2025-07-01,2025-07-17,competitor,churned
ACC3640,2025-07-15,Referral,Campaign_B,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC3641,2025-07-15,Referral,Campaign_B,like,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC3642,2025-07-15,Referral,Campaign_B,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC3643,2025-07-15,Google Ads,Campaign_B,,Normal,2025-07,Trialing,2.0,yes,2025-06-24,2025-08-23,competitor,Trialing
ACC3644,2025-08-01,LinkedIn,Campaign_B,health,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC3645,2025-07-15,Google Ads,Campaign_A,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC3646,2025-07-15,Google Ads,Campaign_B,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC3647,2025-07-15,Organic,Campaign_A,,Normal,2025-07,Canceled,-1.0,no,2025-06-17,2025-06-24,competitor,dropped after trial
ACC3648,2025-07-15,Google Ads,Campaign_B,save,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC3649,2025-08-01,Google Ads,Campaign_B,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC3650,2025-08-01,LinkedIn,Campaign_A,,Normal,2025-08,Canceled,,yes,2025-06-09,2025-08-20,,churned
ACC3651,2025-07-16,Unknown,Campaign_C,job,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC3652,2025-06-28,Google Ads,Campaign_A,cut,Normal,2025-06,Not subscibed,,,,,,Not subscibed
ACC3653,2025-07-15,Google Ads,Campaign_B,game,Normal,2025-07,Trialing,,no,2025-06-14,2025-06-22,churned,Trialing
ACC3654,2025-07-15,Google Ads,Campaign_B,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC3655,2025-08-01,Referral,Campaign_C,,Normal,2025-08,Active,-1.0,no,2025-07-16,2025-08-21,churned,Active
ACC3656,2025-07-15,Google Ads,Campaign_B,,Normal,2025-07,Active,-1.0,yes,2025-08-23,2025-06-12,price,Active
ACC3657,2025-08-01,Organic,Campaign_C,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC3658,2025-07-15,Organic,Campaign_A,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC3659,2025-08-01,Organic,Campaign_A,,Normal,2025-08,Active,2.0,yes,2025-08-18,2025-08-21,,Active
ACC3660,2025-08-27,Organic,Campaign_C,,Normal,2025-08,Canceled,,yes,2025-06-11,2025-08-29,competitor,churned
ACC3661,2025-08-01,Unknown,Campaign_A,,Agency,2025-08,Active,-1.0,no,2025-07-11,2025-08-19,churned,Active
ACC3662,2025-08-08,Google Ads,Campaign_B,line,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC3663,2025-08-01,Organic,Campaign_B,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC3664,2025-08-01,LinkedIn,Campaign_A,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC3665,2025-06-07,Organic,Campaign_C,,Agency,2025-06,Not subscibed,,,,,,Not subscibed
ACC3666,2025-08-01,Unknown,Campaign_A,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC3667,2025-07-15,LinkedIn,Campaign_B,,Agency,2025-07,Canceled,2.0,no,2025-07-21,2025-06-09,price,dropped after trial
ACC3668,2025-08-01,Referral,Campaign_B,key,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC3669,2025-08-28,LinkedIn,Campaign_B,,Agency,2025-08,Active,1.0,yes,2025-08-09,2025-08-08,,Active
ACC3670,2025-08-01,Unknown,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC3671,2025-06-28,Referral,Campaign_B,lot,Agency,2025-06,Not subscibed,,,,,,Not subscibed
ACC3672,2025-08-13,Google Ads,Campaign_B,relationship,Agency,2025-08,Canceled,,no,2025-08-04,2025-07-31,,dropped after trial
ACC3673,2025-08-01,Google Ads,Campaign_A,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC3674,2025-08-01,Organic,Campaign_A,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC3675,2025-07-28,Organic,Campaign_B,enough,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC3676,2025-08-01,Organic,Campaign_A,break,Normal,2025-08,Canceled,-1.0,yes,2025-07-05,2025-07-05,,churned
ACC3677,2025-08-01,Referral,Campaign_B,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC3678,2025-08-22,Google Ads,Campaign_A,meeting,Normal,2025-08,Trialing,2.0,no,2025-08-10,2025-08-06,competitor,Trialing
ACC3679,2025-08-01,LinkedIn,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC3680,2025-07-15,Google Ads,Campaign_B,,Agency,2025-07,Canceled,2.0,yes,2025-07-01,2025-07-24,competitor,churned
ACC3681,2025-06-11,LinkedIn,Campaign_B,law,Normal,2025-06,Not subscibed,,,,,,Not subscibed
ACC3682,2025-08-01,Organic,Campaign_A,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC3683,2025-07-17,Google Ads,Campaign_C,,Normal,2025-07,Active,1.0,yes,2025-06-29,2025-06-13,competitor,Active
ACC3684,2025-06-28,Referral,Campaign_B,,Agency,2025-06,Canceled,-1.0,no,2025-06-02,2025-06-30,competitor,dropped after trial
ACC3685,2025-07-15,Organic,Campaign_B,fear,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC3686,2025-08-01,Unknown,Campaign_A,answer,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC3687,2025-08-18,Google Ads,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC3688,2025-07-22,Unknown,Campaign_B,,Normal,2025-07,Active,0.0,yes,2025-06-26,2025-08-08,churned,Active
ACC3689,2025-07-15,Organic,Campaign_A,,Normal,2025-07,Active,,yes,2025-06-08,2025-06-03,churned,Active
ACC3690,2025-07-15,Google Ads,Campaign_B,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC3691,2025-08-01,LinkedIn,Campaign_B,,Agency,2025-08,Canceled,0.0,no,2025-06-09,2025-08-23,price,dropped after trial
ACC3692,2025-08-01,LinkedIn,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC3693,2025-07-16,Organic,Campaign_A,,Normal,2025-07,Trialing,0.0,yes,2025-06-16,2025-07-27,,Trialing
ACC3694,2025-08-01,LinkedIn,Campaign_A,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC3695,2025-07-15,Unknown,Campaign_C,,Normal,2025-07,Trialing,,no,2025-06-13,2025-08-03,,Trialing
ACC3696,2025-07-15,Google Ads,Campaign_B,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC3697,2025-07-13,Unknown,Campaign_B,,Normal,2025-07,Canceled,-1.0,no,2025-07-27,2025-08-14,competitor,dropped after trial
ACC3698,2025-07-15,Referral,Campaign_C,,Agency,2025-07,Canceled,2.0,yes,2025-07-28,2025-06-20,,churned
ACC3699,2025-07-15,LinkedIn,Campaign_B,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC3700,2025-07-15,Google Ads,Campaign_B,,Normal,2025-07,Canceled,1.0,no,2025-08-08,2025-07-22,competitor,dropped after trial
ACC3701,2025-08-01,Unknown,Campaign_B,,Agency,2025-08,Canceled,2.0,no,2025-07-08,2025-07-20,competitor,dropped after trial
ACC3702,2025-08-01,Referral,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC3703,2025-08-01,Referral,Campaign_B,,Agency,2025-08,Active,,no,2025-08-04,2025-08-06,price,Active
ACC3704,2025-08-01,Referral,Campaign_B,third,Normal,2025-08,Active,,no,2025-07-09,2025-08-03,churned,Active
ACC3705,2025-08-01,Organic,Campaign_C,across,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC3706,2025-07-15,Google Ads,Campaign_B,,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC3707,2025-08-01,Google Ads,Campaign_C,out,Agency,2025-08,Active,0.0,yes,2025-08-25,2025-07-29,churned,Active
ACC3708,2025-07-15,Google Ads,Campaign_A,force,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC3709,2025-07-15,Google Ads,Campaign_C,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC3710,2025-06-19,Organic,Campaign_B,,Normal,2025-06,Active,0.0,no,2025-07-15,2025-07-15,price,Active
ACC3711,2025-07-15,Referral,Campaign_A,likely,Agency,2025-07,Canceled,2.0,no,2025-07-04,2025-06-22,,dropped after trial
ACC3712,2025-06-12,Google Ads,Campaign_A,,Normal,2025-06,Trialing,-1.0,no,2025-06-16,2025-08-20,competitor,Trialing
ACC3713,2025-07-15,LinkedIn,Campaign_A,,Agency,2025-07,Canceled,,yes,2025-08-10,2025-07-13,,churned
ACC3714,2025-08-01,Google Ads,Campaign_A,attention,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC3715,2025-08-01,Unknown,Campaign_C,,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC3716,2025-06-22,Google Ads,Campaign_C,,Normal,2025-06,Active,,no,2025-08-29,2025-07-08,,Active
ACC3717,2025-08-16,Google Ads,Campaign_C,her,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC3718,2025-07-15,LinkedIn,Campaign_A,smile,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC3719,2025-08-01,Referral,Campaign_B,knowledge,Normal,2025-08,Active,0.0,no,2025-08-02,2025-07-19,competitor,Active
ACC3720,2025-07-15,LinkedIn,Campaign_B,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC3721,2025-08-21,Referral,Campaign_A,enough,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC3722,2025-07-15,Google Ads,Campaign_B,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC3723,2025-06-22,Organic,Campaign_B,,Agency,2025-06,Active,,yes,2025-07-10,2025-07-01,price,Active
ACC3724,2025-07-15,Google Ads,Campaign_B,lead,Normal,2025-07,Not subscibed,,,,,,Not subscibed
ACC3725,2025-08-01,Organic,Campaign_B,,Normal,2025-08,Not subscibed,,,,,,Not subscibed
ACC3726,2025-07-15,Google Ads,Campaign_B,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC3727,2025-08-01,Google Ads,Campaign_B,military,Agency,2025-08,Not subscibed,,,,,,Not subscibed
ACC3728,2025-07-15,Referral,Campaign_B,,Agency,2025-07,Not subscibed,,,,,,Not subscibed
ACC3729,2025-08-05,Organic,Campaign_B,deep,Agency,2025-08,Active,0.0,yes,2025-07-25,2025-07-09,competitor,Active
